"symbol","lower_price","higher_price","lower_size","higher_size"
"DLY","164500","166000",1,6060
"DM","45300","47100",1,23400
"DMA","86094","86606",1,200
"DMAC","41250","43200",1,7200
"DMAR","372400","373700",1,29405
"DMAT","152300","157500",1,2102
"DMAY","398200","400070",1,587
"DMB","110900","111899",1,11000
"DMBS","503300","505371",1,3697
"DMCY","274100","276200",1,50
"DMDV","240700","242100",1,1
"DMF","72900","73400",1,21400
"DMLP","291400","302027",1,3420
"DMO","118400","119894",1,8999
"DMRC","262500","280500",1,9158
"DMXF","712114","732000",1,1020
"DMYY=","105600","114100",1,200
"DNA","74200","82000",1,72590
"DNB","112000","115200",1,28408
"DNL","391500","407400",1,5321
"DNLI","286900","303000",1,128448
"DNMR","3700","4284",1,47000
"DNN","18200","19399",1,552496
"DNOV","422800","423350",1,3682
"DNOW","122200","129550",1,45850
"DNP","99000","100300",1,23963
"DNTH","263000","277200",1,18760
"DNUT","109150","114800",1,257753
"DOC","223800","235000",1,1410800
"DOCN","398400","426099",1,108523
"DOCS","417600","435600",1,32455
"DOCT","389601","390699",1,651
"DOCU","605850","633750",1,430091
"DOG","265699","270400",1,19137
"DOGG","203401","217700",1,2001
"DOGZ","257100","299600",1,3257
"DOL","533400","546300",1,13000
"DOLE","166400","169200",1,14169
"DOMA","60800","62900",1,21000
"DOMH","18200","18896",1,1100
"DOMO","69000","73500",1,25022
"DON","496400","514686",1,51072
"DOOO","586000","624100",1,66131
"DORM","1129500","1162400",1,28468
"DOUG","18700","20500",1,10000
"DOV","1868000","1947700",1,33548
"DOW","528400","556700",1,144818
"DOX","853000","884000",1,159557
"DOYU","93200","108841",1,10900
"DPCSW","176","215",1,900
"DPG","115300","118300",1,8988
"DPRO","21600","25999",1,5000
"DPST","940300","997040",1,10400
"DPZ","4250100","4357750",1,3931
"DQ","175400","202000",1,55620
"DRAI","243300","249800",1,175
"DRCT","21100","22591",1,6000
"DRD","97150","104400",1,7800
"DRH","88550","91000",1,28600
"DRH-A","253000","257300",1,5359
"DRI","1658500","1699900",1,61393
"DRIO","9131","10894",1,10141
"DRIP","113800","121000",1,30519
"DRIV","230500","240000",1,36392
"DRLL","275150","282200",1,17119
"DRMA","14920","16200",1,16876
"DRN","127800","138500",1,19379
"DRRX","12100","14100",1,7200
"DRS","272200","281300",1,231520
"DRSK","283000","291650",1,90686
"DRTS","21700","23772",1,1302
"DRTSW","1900","2025",5,2420
"DRUG","11700","12500",1,2000
"DRUP","530879","536354",1,190
"DRV","226000","240699",1,5815
"DRVN","142800","149200",1,82726
"DSCF","235780","237400",1,637
"DSEP","398600","400999",1,53770
"DSGN","53000","56300",1,12714
"DSGR","374900","394300",1,7808
"DSGX","1020401","1051900",1,8801
"DSI","1032200","1091717",1,15244
"DSL","129200","130450",1,17000
"DSM","62000","62700",1,8175
"DSMC","354900","363085",1,125981
"DSP","106800","114100",1,36444
"DSS","12000","13100",1,10000
"DSTL","563750","570287",1,16888
"DSTX","251900","260500",1,4335
"DSU","109600","110700",1,6769
"DSWL","23500","26200",1,2800
"DSX","24700","25635",1,22425
"DSX+","3701","4450",1,1900
"DSX-B","263847","267239",4,994
"DSY","21100","43886",1,17869
"DSYWW","300","362",1,2400
"DT","521600","533500",1,702707
"DTAN","262199","265399",100,100
"DTB","215700","219100",1,1435
"DTC","14200","16500",1,126614
"DTCK","10500","11400",1,6237
"DTCR","174200","177500",1,104989
"DTD","759201","766900",1,48539
"DTE","1245000","1279095",1,24545
"DTEC","437100","449500",1,407
"DTF","112200","112900",1,4000
"DTG","216700","218999",1,1600
"DTH","413904","419795",1,20952
"DTI","36800","39850",1,3860
"DTIL","89301","95000",1,5300
"DTM","773900","791100",1,49600
"DTRE","431500","445800",2,86
"DTSQ","99900","100100",45,58180
"DTSQU","100900","110890",19,500
"DTSS","19500","30000",1,40650
"DTST","33119","39000",1,7485
"DTSTW","4414","5500",1,1000
"DTW","244398","248659",1,5598
"DUBS","314900","318600",1,2308
"DUET","112600","112600",50,50
"DUETW","194","253",3,100
"DUG","101500","106700",1,4893
"DUHP","316000","341300",1,179284
"DUK","1137500","1166000",1,430255
"DUK-A","250700","254700",1,3000
"DUKB","250301","252800",1,900
"DUKH","258350","259100",26,114
"DUKQ","260671","262400",18,2452
"DUKX","264747","266400",1,1045
"DUKZ","259444","260700",1,800
"DULL","82316","85499",1,1000
"DUO","5774","17900",1,183590
"DUOL","2732100","2949500",1,61568
"DUOT","24700","28500",1,2500
"DURA","342050","347300",1,424
"DUSA","410700","418300",1,1800
"DUSB","507000","508900",1,25200
"DUSL","634600","656400",1,1000
"DUST","47700","52050",1,159742
"DV","168050","174950",1,867900
"DVA","1576875","1658600",1,2662
"DVAL","138200","142432",1,212
"DVAX","105100","110600",1,187491
"DVDN","301300","301699",1,18
"DVLU","305550","308800",1,429
"DVN","377650","398000",1,335885
"DVND","319500","320050",1,1
"DVOL","329700","331751",1,1089
"DVY","1319400","1371500",1,60905
"DVYA","385700","392200",1,1300
"DVYE","285501","290752",1,6000
"DWAS","915301","932100",1,11640
"DWAT","115101","115940",1,199
"DWAW","389900","393100",1,375
"DWCR","308200","319912",1,4
"DWLD","371600","381849",1,1332
"DWM","569300","583000",1,3716
"DWMF","282100","284899",1,2957
"DWSH","70000","72300",1,3000
"DWSN","14601","16500",1,2697
"DWUS","470000","475400",1,100
"DWX","380100","410000",1,1985
"DX","123800","126900",1,54169
"DXC","198500","213000",1,455500
"DX-C","253950","255000",1,5533
"DXCM","663000","686000",1,577950
"DXD","269700","277200",1,11000
"DXIV","523100","529900",1,9371
"DXJ","1036300","1087300",1,130000
"DXJS","330300","346000",1,2257
"DXLG","26900","29800",1,97830
"DXPE","513500","531100",1,10376
"DXR","87600","94900",1,2200
"DXUV","523400","529100",1,18308
"DXYN","6531","7580",1,4000
"DXYZ","100600","108300",1,9117
"DY","1860000","2011000",1,79186
"DYAI","10500","11700",1,4549
"DYCQ","103000","103100",1,62400
"DYFI","238000","239700",1,4000
"DYLD","228601","229900",1,3421
"DYLG","288500","290600",1,50
"DYN","330000","360000",1,372631
"DYNF","482600","503200",1,108568
"DYNI","277100","281700",1,367
"DYTA","307905","311600",1,900
"DZZ","17200","17500",1,430
"E","300800","313100",1,5423
"EA","1413300","1456050",1,377040
"EAD","70700","71500",1,6609
"EAF","10100","11400",1,430115
"EAGG","484800","487399",1,53421
"EAGL","272900","275400",1,62806
"EAI","229600","232029",1,4000
"EALT","314600","316800",1,5000
"EAOA","366400","368100",1,571
"EAOK","264400","265200",1,170
"EAOM","284400","284412",1,1
"EAOR","323200","324600",1,793
"EAPR","270701","272400",1,119315
"EARN","69200","70200",1,13100
"EASG","330900","334550",1,300
"EAST","4593","5620",1,44263
"EAT","746500","776600",1,29239
"EATV","175600","180199",1,357
"EATZ","265200","274200",1,300
"EB","27100","29050",1,27108
"EBAY","636000","646700",1,1097795
"EBC","159500","163550",1,241035
"EBF","236600","249100",1,5706
"EBIT","331600","332100",10,25
"EBIZ","266400","275000",1,100000
"EBLU","488769","505199",1,728
"EBMT","151500","157900",1,695
"EBND","212801","218600",1,96320
"EBON","58700","66400",1,1500
"EBR","71900","73900",1,600000
"EBR.B","79400","83400",1,520
"EBS","59400","77700",1,150000
"EBTC","314572","326100",1,13608
"EBUF","256200","258300",1,813
"EC","86500","90550",1,21800
"ECAT","173400","178300",1,13556
"ECBK","141700","149800",1,1290
"ECC","97100","98500",1,75000
"ECCC","231600","235838",1,1200
"ECC-D","195700","196500",1,1000
"ECCF","249400","249805",1,1426
"ECCV","230137","230962",1,200
"ECCW","244501","248699",1,300
"ECCX","247001","248300",1,300
"ECDA","11700","12300",1,5000
"ECDAW","248","248",555,555
"ECF","88100","89500",1,4801
"ECF-A","232700","240400",1,374
"ECH","268400","278150",1,111600
"ECL","2406600","2670000",1,109687
"ECLN","286700","290600",1,883
"ECML","337316","344450",1,200
"ECNS","248100","269900",1,11427
"ECO","324100","334400",1,1951
"ECON","228350","231140",1,3799
"ECOR","63600","70000",1,6000
"ECOW","217900","225800",1,1300
"ECPG","461900","483950",1,49875
"ECVT","67000","71150",1,150000
"ECX","17600","20400",1,22539
"ECXWW","177","177",2,2
"ED","1022501","1045900",1,39286
"EDAP","27100","29800",1,10000
"EDBL","2500","5722",1,75421
"EDBLW","93","100",13,3470
"EDC","384500","408699",1,200000
"EDD","51350","52288",1,5754
"EDEN","1207900","1294598",1,9151
"EDF","51700","52500",1,13459
"EDIT","34000","36200",1,189971
"EDIV","376500","389600",1,40173
"EDN","227700","239500",1,2000
"EDOC","96500","99988",1,16458
"EDOG","230600","232500",1,1000
"EDOW","348400","362999",1,2500
"EDR","275000","299900",1,1000000
"EDRY","202700","207700",1,1500
"EDSA","42201","46000",1,1000
"EDTK","10500","11700",1,9500
"EDU","670000","764600",1,175449
"EDUC","22800","24900",1,5887
"EDV","788400","804900",1,160000
"EDZ","68101","70850",1,28900
"EE","200000","221900",1,1826
"EEA","93400","95000",1,1200
"EEFT","961000","1014650",1,52874
"EEIQ","6650","7300",1,453
"EELV","260000","265199",1,7609
"EEM","450500","469488",1,3230000
"EEMA","788500","816500",1,2500
"EEMD","195900","202400",1,508
"EEMO","174665","183300",1,550
"EEMS","637600","644500",1,1600
"EEMV","624801","637300",1,49200
"EEMX","356494","361100",1,828
"EES","518970","529815",1,3044
"EET","621999","635899",1,582
"EETH","527750","552000",1,1600
"EEV","143312","147290",1,7000
"EEX","47600","50200",1,9500
"EFA","826100","845600",1,527244
"EFAA","509100","512799",1,207
"EFAD","416200","424400",1,500
"EFAS","148200","159600",1,4435
"EFAV","766100","774741",1,22586
"EFAX","439300","442746",1,945
"EFC","129500","131129",1,92500
"EFC-A","252700","253500",1,500
"EFC-B","225100","227648",9,1100
"EFC-C","256350","259999",1,300
"EFC-D","217001","233000",1,200
"EFC-E","252401","253800",10,218
"EFG","1044600","1089100",1,50472
"EFIV","552655","557600",1,311164
"EFIX","163000","167600",1,4044
"EFNL","374400","380460",1,200
"EFO","508500","514268",1,105
"EFOI","11400","13200",1,1870
"EFR","125500","126600",1,5884
"EFRA","337700","341100",1,740
"EFSC","502700","514500",1,26172
"EFSCP","205200","210599",1,800
"EFSH","18000","22000",1,2500
"EFT","127500","129500",1,6061
"EFU","65700","66900",1,1500
"EFV","556100","600000",1,129649
"EFX","2885000","2969000",1,47900
"EFXT","58100","60000",1,9149
"EFZ","151000","152100",1,16891
"EG","3809011","3954800",1,53000
"EGAN","49100","52400",1,7213
"EGBN","217450","230500",1,45967
"EGF","99100","102148",1,300
"EGHT","19000","20750",1,110342
"EGO","175600","189800",1,47162
"EGP","1865600","1900899",1,25000
"EGRX","38000","41350",1,4900
"EGUS","412768","415400",1,200
"EGY","54750","60000",1,14960
"EH","131500","149000",1,36135
"EHAB","78050","81800",1,3776
"EHC","948100","975550",1,12300
"EHGO","19500","22350",1,1000
"EHI","68800","71600",1,4799
"EHI^","175","260",1,5436
"EHLS","206700","207400",100,4846
"EHTH","39900","42730",1,3758
"EIC","158300","160000",1,7100
"EICA","237880","238999",1,400
"EICB","249100","250500",2,600
"EICC","249800","250399",1,1064
"EIDO","229750","233300",1,801763
"EIG","470000","484600",1,34000
"EIM","106200","107050",1,5700
"EINC","840300","882600",1,346
"EIPI","190600","193492",1,24781
"EIPX","237901","241700",1,2528
"EIRL","691100","697800",1,311
"EIS","655319","672200",1,2000
"EIX","852800","871000",1,364301
"EJAN","314550","316000",1,3203
"EJH","9511","10683",1,16000
"EJUL","256500","258600",1,15069
"EKG","167300","170401",1,209
"EKSO","11400","12250",1,4784
"EL","916100","1027500",1,49387
"ELA","52500","56500",1,1715
"ELAB","861","1040",1,130500
"ELAN","132800","146807",1,147000
"ELBM","5626","6099",1,16254
"ELC","229400","232003",1,4000
"ELD","275900","284000",1,3022
"ELDN","24500","26300",1,13100
"ELEV","5610","6176",1,36800
"ELF","1102500","1153000",1,73500
"ELLO","118100","129000",1,39
"ELMD","191200","211100",1,5000
"ELME","171900","179729",1,23102
"ELP","74200","76000",1,5625
"ELPC","66200","67300",1,950
"ELQD","848700","852538",1,189
"ELS","702700","723900",1,184928
"ELSE","39000","40000",1,200
"ELTK","105679","108100",1,1052
"ELTX","47500","53000",1,1431
"ELUT","36944","42000",1,2845
"ELV","5170000","5370000",1,12767
"ELVA","21300","24400",1,2200
"ELVN","236500","249350",1,50000
"ELWS","21580","25000",1,2000
"ELYM","47521","59400",1,43693
"EM","5500","8000",1,47814
"EMB","926300","935500",1,387821
"EMBC","138900","150500",1,55473
"EMBD","234100","239800",1,1903
"EMC","283700","287348",1,50092
"EMCB","663100","735000",1,138
"EMCC","250400","251200",1,199
"EMCG","114600","116900",1,900
"EMCR","326550","330075",1,911
"EMD","101000","102600",1,5740
"EMDM","239400","246000",1,1800
"EMDV","461200","468354",1,15
"EME","4130000","4507600",1,39100
"EMEQ","276919","278600",100,4603
"EMF","134900","138000",1,5119
"EMGF","488500","508060",1,1098
"EMHC","249700","251000",1,1598521
"EMHY","383400","389197",1,6400
"EMIF","226600","228300",1,400
"EMKR","11200","12200",1,23688
"EML","318200","341500",1,2477
"EMLC","247452","257600",1,173137
"EMLP","267900","340000",1,57902
"EMM","288316","295500",1,333
"EMMF","286900","289700",1,1100
"EMN","1110100","1146900",1,28596
"EMNT","988500","990100",1,1100
"EMO","412101","420900",1,2000
"EMOT","211800","212699",1,500
"EMP","231612","234500",1,3916
"EMQQ","374500","400000",1,3500
"EMR","995900","1104600",1,48916
"EMSF","278500","284800",1,3282
"EMSG","288800","289800",6,198
"EMTL","432500","434700",1,783
"EMTY","130100","132050",1,1300
"EMX","17904","19100",1,63900
"EMXC","599000","635300",1,846100
"EMXF","409960","414600",1,729
"ENB","403900","412314",1,114702
"ENFN","93900","96500",1,31863
"ENFR","280000","294600",1,2600
"ENG","11801","13100",1,3552
"ENGN","44109","80000",1,174952
"ENIC","26800","28400",1,15081
"ENJ","232301","235900",2,500
"ENLC","143800","146600",1,100000
"ENLT","157501","165500",1,3129
"ENLV","14700","17100",1,5000
"ENO","248949","249900",1,2500
"ENOR","240500","250800",1,6198
"ENOV","420100","451600",1,82475
"ENPH","1111500","1169750",1,174046
"ENR","295750","315000",1,229039
"ENS","1000300","1055000",1,6862
"ENSC","2000","3070",1,28000
"ENSG","1405900","1548000",1,125771
"ENSV","1097","1299",1,38900
"ENTA","100100","120500",1,74954
"ENTG","1124000","1178800",1,913370
"ENTO","3200","3772",1,5000
"ENTX","18600","20200",1,3987
"ENV","624900","627400",1,249710
"ENVA","804850","838400",1,9350
"ENVB","4580","5290",1,11570
"ENVX","89905","98700",1,283911
"ENX","98600","99790",1,10000
"ENZ","10900","11600",1,47250
"ENZL","491500","500000",1,7930
"EOCT","266600","269000",1,11098
"EOD","49200","50700",1,6500
"EOG","1198950","1279000",1,70535
"EOI","196500","200400",1,8065
"EOLS","158900","167300",1,578116
"EONR","8750","14000",1,23100
"EOS","214300","218850",1,2252
"EOSE","24609","27400",1,2115257
"EOSEW","1393","2090",1,5999
"EOT","177600","179736",1,3158
"EP","48500","52000",1,1790
"EPAC","417100","430400",1,21443
"EPAM","1961800","2049300",1,47992
"EPC","362000","368205",1,21487
"EP-C","481600","485140",1,486
"EPD","287800","293900",1,100000
"EPHE","293500","300000",1,1500
"EPI","506200","521000",1,18538
"EPIX","58500","65250",1,6000
"EPM","51300","55500",1,71894
"EPOL","247550","250400",1,6897
"EPOW","9800","11500",1,5000
"EPP","474100","489600",1,50559
"EPR","480000","496400",1,7177
"EPR-C","224200","226150",1,2000
"EPR-E","307000","311100",1,550
"EPRF","198501","204700",1,750
"EPR-G","230700","233999",1,1686
"EPRT","330000","346500",1,250000
"EPRX","25000","30000",1,1000
"EPS","593800","599488",1,7180
"EPSN","54300","56400",1,6500
"EPU","434450","442700",1,1500
"EPV","65200","67900",1,10000
"EQ","7900","8399",1,8600
"EQAL","482901","488999",1,5000
"EQBK","401500","414250",1,2600
"EQC","195800","199100",1,200000
"EQC-D","252001","252900",1,500
"EQH","416700","426900",1,65321
"EQH-A","235100","238100",1,2739
"EQH-C","204504","206799",1,692
"EQIN","468000","473700",1,2683
"EQIX","8685200","8970000",1,96686
"EQL","1264900","1276200",1,1000
"EQLS","217500","223100",1,312
"EQNR","240200","251500",1,115000
"EQR","738300","754300",1,326408
"EQRR","571600","580500",1,200
"EQS","13610","14878",1,1800
"EQT","345400","371100",1,122330
"EQTY","231000","233100",12,4425
"EQUL","269532","269532",7,7
"EQV","99000","99500",10,250000
"EQV=","99400","99600",1,5000
"EQV+","1100","1500",100,66600
"EQWL","1010100","1025200",1,5153
"EQX","61000","65200",1,90500
"ERAS","26500","28150",1,730574
"ERC","94175","95000",1,7145
"ERET","287000","289300",1,1412
"ERH","109800","111600",1,2821
"ERIC","76800","78275",1,321573
"ERIE","5350000","5552500",1,21372
"ERII","169800","174852",1,52222
"ERJ","354000","373600",1,300000
"ERNA","10701","14900",1,15000
"ERNZ","253300","255100",1,700
"ERO","223600","234000",1,30338
"ERTH","445050","455920",1,7026
"ERX","557100","586400",1,4000
"ERY","246000","258359",1,17500
"ES","650700","676700",1,41076
"ESAB","1050600","1092000",1,2535
"ESBA","106100","114500",1,327
"ESCA","138000","150900",1,5000
"ESE","1245900","1308900",1,18000
"ESEA","475000","507400",1,1642
"ESG","1352250","1361188",1,680
"ESGA","699150","704100",1,1026
"ESGB","217350","217650",7,294
"ESGD","831100","1357900",1,33715
"ESGE","358300","372699",1,886765
"ESGG","1707900","1733335",1,203
"ESGL","18200","22200",1,499
"ESGLW","65","110",100,500
"ESGR","3190000","3232900",1,7530
"ESGRO","203400","207000",1,1250
"ESGRP","193700","197999",1,2000
"ESGU","1233900","1269988",1,187713
"ESGV","1008270","1020000",1,263913
"ESGX","258000","259576",2,10
"ESGY","550600","557400",1,387
"ESHA","106000","106300",1,167400
"ESHAR","900","900",100,200
"ESI","260150","273400",1,44773
"ESIX","312800","317600",1,689
"ESLA","9100","15500",1,41266
"ESLAW","600","1099",3,9100
"ESLT","1931600","1973400",1,52979
"ESML","412200","420900",1,58900
"ESMV","285900","287800",1,200
"ESNT","633000","657000",1,16801
"ESOA","87000","97500",1,5681
"ESP","229000","278000",1,573
"ESPO","757200","800000",1,1911
"ESPR","16200","17200",1,112300
"ESQ","629267","652899",1,6214
"ESRT","107600","112800",1,44160
"ESS","2926500","3001700",1,11100
"ESSA","185900","194600",1,2717
"ESTA","400900","540400",1,83425
"ESTC","768015","799984",1,49580
"ESUS","303000","347800",1,700
"ET","158600","162500",1,78012
"ETB","142300","143500",1,5974
"ETD","307500","322199",1,98912
"ETEC","223800","227700",1,208
"ETG","190700","193500",1,7305
"ETH","24600","25800",1,124354
"ETHA","197800","207010",1,24440
"ETHD","516000","564700",1,1750
"ETHE","216900","230402",1,1310000
"ETHO","595101","602288",1,861
"ETHT","151000","165690",1,10000
"ETHU","58100","63650",1,28363
"ETHV","382813","400700",1,1500
"ETHW","187400","195997",1,3500
"ET-I","117450","119999",1,7000
"ETI-","250812","251900",1,300
"ETJ","90900","91900",1,6700
"ETN","3020700","3368500",1,152183
"ETNB","71832","77500",1,113349
"ETO","256865","266000",1,1400
"ETON","54000","58799",1,8220
"ETR","1219000","1319400",1,50534
"ETSY","545600","579700",1,1160358
